"","X1","X2","X3","Order_reshape"
"6884186","6236293","6877189","6272338","6884186"
"6884187","6769154","6337084","6660971","6884187"
"6884195","5854632","5379475","5105929","6884195"
"6884198","5969848","4803520","6913091","6884198"
"6884200","6416246","6351496","6293872","6884200"
"6884201","6610561","6207388","6373154","6884201"
"6884202","6473974","6696974","6740349","6884202"
"6884203","6416304","6848225","6697021","6884203"
"6884204","5869141","6553162","6689946","6884204"
"6884205","6697144","6308262","6704281","6884205"
"6884208","6805165","6430704","5768288","6884208"
"6884209","6560190","6747417","6337139","6884209"
"6884210","6740181","6884199","5696303","6884210"
"6884211","5782581","5530629","5840277","6884211"
"6884213","6697104","5559484","5617092","6884213"
"6884217","6473791","6214629","6913031","6884217"
"6884221","6437951","5444309","6653775","6884221"
"6884222","6812348","6373022","6790716","6884222"
"6884225","6905939","6776302","6689968","6884225"
"6884226","6632342","6725939","6344311","6884226"
"6884227","5595528","6740264","6632251","6884227"
"6884228","6365896","6869939","6732991","6884228"
"6884229","6430704","6805165","5768288","6884229"
"6884230","6704195","5624318","6696996","6884230"
"6884231","6840970","6409122","6632224","6884231"
"6884235","6898725","6805102","6682734","6884235"
"6884236","6884218","6826620","6157047","6884236"
"6884238","6898639","6351511","6797716","6884238"
"6884239","6848348","6776227","5804253","6884239"
"6884241","6790769","6423465","6236254","6884241"
"6884242","6279522","6437849","6538655","6884242"
"6884243","6452322","5437129","6632192","6884243"
"6884244","6581987","6740378","6567519","6884244"
"6884245","6805137","6200336","6826740","6884245"
"6884246","5897905","6560260","5890702","6884246"
"6884247","5789903","6301102","6610778","6884247"
"6884248","6747583","6056301","6401916","6884248"
"6884253","6279493","6437855","6524270","6884253"
"6884254","6639474","6869851","5991502","6884254"
"6884255","6905970","6185932","5084289","6884255"
"6884256","6502690","6617870","6747472","6884256"
"6884257","6430727","6869865","6401893","6884257"
"6884258","6337104","6128270","6265098","6884258"
"6884259","6783567","6322712","6178720","6884259"
"6884261","6560290","5746647","5732249","6884261"
"6884264","6560321","6567464","6617917","6884264"
"6884270","6905870","6913068","6876922","6884270"
"6884271","6675485","6913062","6913063","6884271"
"6884272","6754542","5804266","5746658","6884272"
"6884274","6754542","5746666","5804266","6884274"
"6884280","5998633","6646570","6625018","6884280"
"6884281","6769090","6351489","6862735","6884281"
"6884282","6473847","6351424","6869968","6884282"
"6884284","6733092","6243400","5977140","6884284"
"6884285","6488209","6164232","5062733","6884285"
"6884286","6394757","6603495","6596369","6884286"
"6884287","5789932","6193040","5278606","6884287"
"6884288","6905744","6797893","6502748","6884288"
"6884289","6740220","6495573","6466728","6884289"
"6884291","6344327","6322728","6833881","6884291"
"6884292","6632335","6171527","6272191","6884292"
"6884293","6416177","6207436","6387392","6884293"
"6884295","5854671","5797074","6783450","6884295"
"6884301","6416264","5638685","6445019","6884301"
"6884302","6812314","6121035","6646515","6884302"
"6884303","6776221","5883540","6574630","6884303"
"6884306","6826735","6891503","5998679","6884306"
"6884310","6538654","6862666","6517115","6884310"
"6884311","6761890","6610763","5977062","6884311"
"6884312","6265111","6337127","6567519","6884312"
"6884313","6754673","6517115","6538654","6884313"
"6884314","6185862","6855531","6545863","6884314"
"6884317","6567438","6373111","6769171","6884317"
"6884318","6783497","6495570","6459507","6884318"
"6884319","6308263","6733157","6884298","6884319"
"6884320","6517122","6445025","6322713","6884320"
"6884321","6769034","6790593","6812271","6884321"
"6884323","6574752","5732316","5026616","6884323"
"6884324","6574657","5811498","6711431","6884324"
"6884325","6488229","5653122","6833853","6884325"
"6884326","5962647","5329122","5833085","6884326"
"6884327","6884169","6459500","6293851","6884327"
"6884328","5789907","6272315","5566726","6884328"
"6884331","6164239","6401895","6020301","6884331"
"6884342","6625148","6732993","6819533","6884342"
"6884343","6128297","6653792","6790751","6884343"
"6884347","5365082","6617794","6214678","6884347"
"6884348","5840329","6625179","6315466","6884348"
"6884349","6293928","6862771","5962741","6884349"
"6884351","5689101","6351518","6524228","6884351"
"6884352","6833792","6776368","6445024","6884352"
"6884353","5732327","5170680","4853923","6884353"
"6884354","6409179","5552239","5084336","6884354"
"6884355","5509151","4976305","6423433","6884355"
"6884356","6452381","6250643","5386729","6884356"
"6884357","6099387","6430778","4969108","6884357"
"6884359","6610555","6049029","5653028","6884359"
"6884360","5321937","5213926","6913141","6884360"
"6884361","6711326","6149889","5653125","6884361"
"6884362","5833067","6193111","6905828","6884362"
"6884363","6725811","6063538","6430705","6884363"
"6884365","6301044","6783575","6812186","6884365"
"6884366","5249886","5854728","6531502","6884366"
"6884367","6805031","5559436","6876992","6884367"
"6884368","6445103","6805060","6812351","6884368"
"6884372","6416224","6005939","6891577","6884372"
"6884373","6473885","6682738","6401865","6884373"
"6884374","5012324","5566721","6344218","6884374"
"6884375","6495445","6157084","6315510","6884375"
"6884382","6884369","6452241","5725122","6884382"
"6884385","5221095","5321883","5948325","6884385"
"6884386","6459576","6049026","6812384","6884386"
"6884387","6819517","6855462","6229129","6884387"
"6884388","6574666","6365870","6848125","6884388"
"6884393","6740387","6034943","5127519","6884393"
"6884394","6070854","6488484","6798074","6884394"
"6884395","6783609","6654018","6747648","6884395"
"6884396","6812429","6452505","6546097","6884396"
"6884397","6697187","6819593","6690009","6884397"
"6884398","6718833","6726025","6524480","6884398"
"6884399","5746949","6826861","6891640","6884399"
"6884403","6819638","6675611","6776436","6884403"
"6884404","6905994","6877257","6618014","6884404"
"6884405","6589289","6747666","6394833","6884405"
"6884409","6776413","6711688","6639608","6884409"
"6884420","6438091","6603672","6668440","6884420"
"6884422","6704473","6754821","6891626","6884422"
"6884423","6495685","6531687","6834025","6884423"
"6884424","6805215","6510084","6344453","6884424"
"6884435","5156348","6805204","6020530","6884435"
"6884436","6704464","6654063","6560486","6884436"
"6884441","6618036","6790865","6891636","6884441"
"6884442","6049245","6682861","6711632","6884442"
"6884445","5941347","4508287","5177950","6884445"
"6884446","6812457","6056438","6142840","6884446"
"6884451","4472317","6229316","6639591","6884451"
"6884463","4414715","5494740","4378736","6884463"
"6884467","4875536","6214842","5091519","6884467"
"6884469","5350739","6150039","6834043","6884469"
"6884472","6294053","6812415","6783619","6884472"
"6884474","6387628","6481241","6675653","6884474"
"6884476","6574883","6826894","6358803","6884476"
"6884477","6553195","6495635","6603701","6884477"
"6884478","6740456","6625197","5429939","6884478"
"6884480","6891677","6726025","6718833","6884480"
"6884483","6495692","6322911","5487535","6884483"
"6884495","6402129","6279729","6913269","6884495"
"6884496","6142954","6236524","6013361","6884496"
"6884497","5854962","6423733","5754199","6884497"
"6884500","6884499","6769315","6855700","6884500"
"6884502","6157341","6747718","6754906","6884502"
"6885971","5885115","5877920","5906715","6885971"
"6891167","6747171","6545577","6711166","6891167"
"6891171","6775963","6631963","6711153","6891171"
"6891172","6667957","6797561","6804761","6891172"
"6891178","6264781","6473586","6466386","6891178"
"6891181","6883979","6567171","6804771","6891181"
"6891193","6703989","6675152","5184792","6891193"
"6891275","5264058","5328886","6689684","6891275"
"6891281","5220865","6480899","5408084","6891281"
"6891282","5868898","5710487","5156060","6891282"
"6891283","4889666","5645670","4990464","6891283"
"6891284","6754500","6855289","6012902","6891284"
"6891285","5350495","6790489","5696110","6891285"
"6891286","6826495","5199293","5624102","6891286"
"6891287","6696896","6632104","6812101","6891287"
"6891294","5170490","5537690","5501660","6891294"
"6891297","5631260","6063259","5616861","6891297"
"6891305","6848108","6855312","6797712","6891305"
"6891306","6408906","5732106","5991298","6891306"
"6891307","5969701","6048904","5912101","6891307"
"6891308","6106497","6063302","5242488","6891308"
"6891310","6646511","5422501","6833685","6891310"
"6891311","6718509","6869708","6826508","6891311"
"6891312","6840899","6855314","6581708","6891312"
"6891313","6732905","6560109","6682508","6891313"
"6891314","5494502","5127268","6682494","6891314"
"6891315","5300063","6862495","5501666","6891315"
"6891316","6437961","6567356","6589141","6891316"
"6891317","6790646","6524262","6243494","6891317"
"6891318","6653818","6502769","6581810","6891318"
"6891320","6891467","5797066","5825862","6891320"
"6891322","6840947","6869752","6848149","6891322"
"6891324","6913066","6027419","6553089","6891324"
"6891326","5696219","5321891","5451474","6891326"
"6891330","6588968","6675365","5473111","6891330"
"6891337","5041125","5660312","6322742","6891337"
"6891338","6517057","6488335","6790622","6891338"
"6891340","6509754","6214588","6617712","6891340"
"6891342","6560230","5919483","6387408","6891342"
"6891343","6358705","6675416","6473932","6891343"
"6891344","6668171","6624970","6646755","6891344"
"6891349","5732265","6639488","6020216","6891349"
"6891357","6826549","6912955","5847416","6891357"
"6891358","5768328","6531560","6610751","6891358"
"6891359","6409179","5552239","5084336","6891359"
"6891360","6725841","6070718","5710631","6891360"
"6891361","5912245","5566708","6416353","6891361"
"6891362","6178669","6250620","6409034","6891362"
"6891363","6229007","5710692","5998641","6891363"
"6891364","6596192","6495424","6812277","6891364"
"6891365","6373164","5545092","6603390","6891365"
"6891366","5170733","6560161","6538563","6891366"
"6891367","6768959","6682558","6329972","6891367"
"6891368","5703538","5689061","6121013","6891368"
"6891372","6617800","6567538","6279457","6891372"
"6891374","6588996","6711396","6265072","6891374"
"6891375","6689785","5494694","6625000","6891375"
"6891376","6768959","6682558","6329972","6891376"
"6891377","6661001","6833783","6488358","6891377"
"6891378","4976326","6660961","6337174","6891378"
"6891379","6668161","6524164","6639363","6891379"
"6891380","6329972","5084325","6768959","6891380"
"6891381","5545100","6531402","6653791","6891381"
"6891386","6473981","6617761","5660326","6891386"
"6891387","6265022","6365974","5026731","6891387"
"6891388","6308291","4990684","6358645","6891388"
"6891389","5595519","5703396","6603574","6891389"
"6891396","6675325","5314725","6761810","6891396"
"6891398","6725823","6430764","6221812","6891398"
"6891402","6697038","6696974","6473974","6891402"
"6891403","5595427","5876323","6099531","6891403"
"6891405","6437894","6193133","6905984","6891405"
"6891409","6740365","5566727","6884232","6891409"
"6891410","5919454","5422696","6149815","6891410"
"6891411","6099439","6157014","6408975","6891411"
"6891413","6574784","6675542","5573918","6891413"
"6891424","6913095","5948250","6200317","6891424"
"6891425","6113938","6473881","6329918","6891425"
"6891426","6913137","6538781","6812338","6891426"
"6891427","5883476","5840311","6653828","6891427"
"6891428","6509856","6819536","6653848","6891428"
"6891429","6812288","6588989","6639437","6891429"
"6891431","6776190","6430756","6157120","6891431"
"6891435","5811517","6826735","6891503","6891435"
"6891436","6322616","6610619","6495540","6891436"
"6891439","6351524","6452225","5998702","6891439"
"6891441","6733150","6229095","5933888","6891441"
"6891442","6610778","6301102","6790717","6891442"
"6891443","6625020","6841056","6409178","6891443"
"6891444","6840924","6265113","6805053","6891444"
"6891445","6351528","6790645","6308305","6891445"
"6891447","5581126","5955476","6437854","6891447"
"6891448","6913120","6545869","6358708","6891448"
"6891451","6394673","6236279","6293917","6891451"
"6891453","6898627","6761793","6358622","6891453"
"6891454","6797866","6610716","6819464","6891454"
"6891455","6545752","6488229","6603516","6891455"
"6891456","6797970","6725936","6732924","6891456"
"6891457","6329905","6632275","6833863","6891457"
