"","X1","X2","X3","Order_reshape"
"6862580","6387447","6639399","6221872","6862580"
"6862581","6833788","6401846","6826592","6862581"
"6862582","6567408","6646594","6574597","6862582"
"6862583","6322652","6538703","6236258","6862583"
"6862584","6509803","6452328","5609834","6862584"
"6862585","6178645","6581965","6682616","6862585"
"6862594","6358673","5941134","5861916","6862594"
"6862596","5494728","5941135","5941086","6862596"
"6862598","6193093","6459350","6387586","6862598"
"6862599","5797114","6898602","5278691","6862599"
"6862600","6517158","6293818","6653832","6862600"
"6862601","6329846","6689839","6725905","6862601"
"6862603","6761937","6747487","6545853","6862603"
"6862605","6797935","6445065","5473100","6862605"
"6862606","6308305","6805063","6351528","6862606"
"6862607","6826768","5883475","6912971","6862607"
"6862608","5084290","5379478","5984333","6862608"
"6862609","6560261","6632381","6452240","6862609"
"6862610","6610751","5933861","5948255","6862610"
"6862611","6776156","5876256","5717726","6862611"
"6862619","6812238","6754632","6430673","6862619"
"6862620","6804984","5602708","6812221","6862620"
"6862621","6884334","5631427","6783391","6862621"
"6862622","6610633","6675549","6013052","6862622"
"6862623","6358716","6365851","6502631","6862623"
"6862625","6812348","6373022","6524226","6862625"
"6862626","6286656","6257913","6812246","6862626"
"6862627","6481047","6481095","6437854","6862627"
"6862628","6826661","6718672","6833886","6862628"
"6862629","6805059","6207458","6776369","6862629"
"6862630","6085098","6581880","6214683","6862630"
"6862631","6661166","6805072","6653823","6862631"
"6862632","5581126","6689815","5955476","6862632"
"6862633","6812186","6754590","5825927","6862633"
"6862634","6430655","6783547","6877140","6862634"
"6862635","6841152","6740287","6445095","6862635"
"6862636","6869801","6567397","6833926","6862636"
"6862637","6027526","6394649","6855538","6862637"
"6862638","6495440","6358707","6675396","6862638"
"6862639","6855425","5365122","6783492","6862639"
"6862640","5840246","6567466","6488259","6862640"
"6862641","6733069","6819532","5869081","6862641"
"6862642","6646627","5912292","6761778","6862642"
"6862643","6740274","6315525","6869930","6862643"
"6862644","6884232","6286642","6740365","6862644"
"6862645","6646676","5998641","5710692","6862645"
"6862647","6560321","6819454","6567464","6862647"
"6862648","6797874","6913023","6279496","6862648"
"6862649","6459424","6351464","6790671","6862649"
"6862650","6589117","6668275","6373115","6862650"
"6862653","6891525","6718671","6862654","6862653"
"6862656","5984294","6848388","6286729","6862656"
"6862660","6783494","6394729","6869964","6862660"
"6862662","6560277","6776273","6351461","6862662"
"6862663","6171476","6308295","6682651","6862663"
"6862667","6495520","6639474","6589117","6862667"
"6862669","6891460","5833031","6697085","6862669"
"6862674","6545894","6027422","6020222","6862674"
"6862676","6668365","5955489","6473902","6862676"
"6862678","6646752","6841134","6459440","6862678"
"6862680","5710716","5869080","6013137","6862680"
"6862682","6689774","6668223","5422711","6862682"
"6862683","6905927","5768316","6769076","6862683"
"6862685","5897868","6855530","5955478","6862685"
"6862686","5854737","5768280","6826642","6862686"
"6862687","6229038","6689949","6524345","6862687"
"6862688","6797896","6394742","6639492","6862688"
"6862689","6653829","6589147","6452340","6862689"
"6862691","6610752","6423427","6869792","6862691"
"6862692","6538788","6913030","6747422","6862692"
"6862693","6581874","6769084","6819575","6862693"
"6862698","5141940","5782577","5955545","6862698"
"6862700","6783574","6855486","5048321","6862700"
"6862703","5746689","6840969","6207484","6862703"
"6862704","6826727","5998679","6891503","6862704"
"6862710","6567521","6286661","6646783","6862710"
"6862711","6790710","6142641","6855558","6862711"
"6862712","6380298","6913008","6805154","6862712"
"6862714","6740242","6538774","6135433","6862714"
"6862716","6877172","6416250","6236258","6862716"
"6862717","6509864","6797861","6531490","6862717"
"6862718","5732310","6913107","5753911","6862718"
"6862719","6596110","6423435","6884298","6862719"
"6862720","6761785","5789917","6488337","6862720"
"6862722","6862729","6495454","5955482","6862722"
"6862723","6913088","5552318","4796204","6862723"
"6862724","5948276","6452308","6833793","6862724"
"6862732","6509856","6761856","6668236","6862732"
"6862733","6682768","6401856","6553067","6862733"
"6862734","6689838","6430726","6891401","6862734"
"6862740","6783494","6394729","6869964","6862740"
"6862741","6697018","6913019","6689974","6862741"
"6862747","5278700","6776349","6301135","6862747"
"6862748","6790632","6416306","6869963","6862748"
"6862749","6574641","6128310","6682750","6862749"
"6862751","6732994","5595520","6625156","6862751"
"6862752","5710635","6308259","6301068","6862752"
"6862753","6200271","6286706","6848190","6862753"
"6862754","6301113","6437845","6250664","6862754"
"6862755","6747539","6430704","6805165","6862755"
"6862756","6106618","6668232","6517031","6862756"
"6862757","6869801","6833926","6776193","6862757"
"6862758","5645925","6769085","6301058","6862758"
"6862759","6243438","5811442","6142690","6862759"
"6862760","6740375","6185915","5537902","6862760"
"6862761","6099514","6531486","6617868","6862761"
"6862762","6718735","6668241","6092315","6862762"
"6862763","6689838","6430726","6891401","6862763"
"6862764","6077917","6394711","6581858","6862764"
"6862765","6812173","6099495","6776355","6862765"
"6862766","6322712","6783567","6178720","6862766"
"6862767","6502710","6257927","6812228","6862767"
"6862768","6769136","6452261","6761971","6862768"
"6862773","6776161","5458731","5782718","6862773"
"6862774","5206727","6128260","6567552","6862774"
"6862776","5134691","5638641","6531434","6862776"
"6862787","6005933","6437984","5948322","6862787"
"6862792","6790860","4630773","6589240","6862792"
"6862794","6884459","4947561","4774759","6862794"
"6862797","4630739","4861158","6063731","6862797"
"6862800","6718794","5228360","6848395","6862800"
"6862801","6135635","6178815","6186014","6862801"
"6862802","6214826","6733207","6538807","6862802"
"6862824","6531667","6740477","6603673","6862824"
"6862828","6654095","6632421","6913233","6862828"
"6862832","6870033","6798062","6646861","6862832"
"6862833","6704448","6510098","6754830","6862833"
"6862841","6380415","6092443","4544290","6862841"
"6862844","6819618","6250912","6675684","6862844"
"6862848","6805273","6632436","6862881","6862848"
"6862857","6826799","6142816","6553221","6862857"
"6862874","5523537","5955648","6697200","6862874"
"6862875","5199553","6711633","6394844","6862875"
"6862876","6862808","6870028","6524479","6862876"
"6862879","6877210","6762015","6474049","6862879"
"6862880","6582008","6906033","6517278","6862880"
"6862894","6877274","6690061","6776439","6862894"
"6862895","6826836","6682885","6243625","6862895"
"6862896","5264572","4652613","4825413","6862896"
"6862899",NA,NA,NA,"6862899"
"6862901","6387733","6236536","6762098","6862901"
"6864368","5928315","5913916","5899520","6864368"
"6864371","6871571",NA,NA,"6864371"
"6864374","6295542","6857174","6626766","6864374"
"6869553","6430372","6876783","6718365","6869553"
"6869566","6703957","6070386","6624785","6869566"
"6869587","6214377","6286370","6221576","6869587"
"6869681","5631300","5674507","5192088","6869681"
"6869682","5400900","6761684","6768912","6869682"
"6869684","6826472","5724861","5372092","6869684"
"6869685","6682498","5134468","5105668","6869685"
"6869686","5458490","4817674","5667264","6869686"
"6869691","5876092","5436898","5343296","6869691"
"6869694","5408101","6452104","5552105","6869694"
"6869697","5804059","5588071","5516096","6869697"
"6869701","6812101","6848097","6632104","6869701"
"6869702","6696903","5271260","5688903","6869702"
"6869704","6171301","6545708","6711311","6869704"
"6869706","5624102","5199293","6624903","6869706"
"6869707","6358501","6754481","6905671","6869707"
"6869709","6610504","6754511","6905714","6869709"
"6869710","5422501","6646511","6740110","6869710"
"6869712","6596104","5703295","6797713","6869712"
"6869715","6876898","5681664","6898508","6869715"
"6869718","6697024","5955437","6740223","6869718"
"6869719","6027412","5681853","5804231","6869719"
"6869720","6797720","6596289","6898521","6869720"
"6869721","6027422","6545894","6020222","6869721"
"6869724","6696967","5415532","5725069","6869724"
"6869734","5689001","6250604","6409154","6869734"
"6869735","6387400","4789005","5523431","6869735"
"6869737","6553175","6509981","6200240","6869737"
"6869738","6480937","6740148","5213925","6869738"
"6869740","5350675","5141813","5041078","6869740"
"6869743","5761072","6668115","6459441","6869743"
"6869745","6265165","6380130","6265018","6869745"
"6869746","6049018","5768244","6855347","6869746"
"6869750","6725718","6776119","6732918","6869750"
"6869757","5919421","5818615","6790545","6869757"
"6869758","6524184","6819544","6848350","6869758"
"6869759","6682558","6768959","6329972","6869759"
"6869760","6401802","4940321","6041931","6869760"
"6869761","6257815","6416325","5703540","6869761"
"6869762","6517003","6610572","6041830","6869762"
"6869763","6639409","5746713","5768275","6869763"
"6869764","6711421","6668347","5660236","6869764"
"6869765","6682558","6768959","6661001","6869765"
"6869766","6689829","6193104","6560223","6869766"
"6869767","6466723","6783427","6488210","6869767"
"6869768","6877040","5797099","6344318","6869768"
"6869773","6589003","6689798","6387447","6869773"
"6869774","6689792","6812187","6624992","6869774"
"6869775","6409159","5494754","5516301","6869775"
"6869776","5120330","6560197","6545804","6869776"
"6869777","6315464","6668199","6322664","6869777"
"6869778","6401960","6164276","6574602","6869778"
"6869779","6646594","6574597","6632196","6869779"
"6869781","6495459","6085078","5379530","6869781"
"6869782","6588996","6711396","6265072","6869782"
"6869783","6034739","6610592","5631525","6869783"
"6869784","5926652","6783417","6761820","6869784"
"6869785","6257931","5595437","5631518","6869785"
"6869786","6005935","6754769","5609880","6869786"
"6869787","6877065","6322727","6005908","6869787"
"6869793","5451533","5206733","6157093","6869793"
"6869794","6286679","6682592","6286650","6869794"
"6869796","5069896","6898542","5674743","6869796"
"6869797","6495535","5926684","6380313","6869797"
"6869798","5444314","6862534","6531395","6869798"
"6869799","6049115","6308280","6135495","6869799"
"6869800","6812208","6603494","6790677","6869800"
"6869803","6322702","6747458","6567583","6869803"
"6869804","6351463","6243453","5869093","6869804"
"6869805","6200285","6819537","6229012","6869805"
"6869806","6776234","6913002","6797871","6869806"
"6869807","5746701","6531435","6315408","6869807"
"6869808","5782685","6337064","6905946","6869808"
"6869809","5905121","6805142","6833862","6869809"
"6869810","6538634","6380299","5573926","6869810"
"6869812","5789883","6869731","6085137","6869812"
"6869814","6301031","6841021","6560362","6869814"
"6869818","6574620","5725114","6488330","6869818"
"6869820","6589169","6768923","6128211","6869820"
"6869821","5897895","6682596","6495524","6869821"
"6869822","6437889","6790747","6308240","6869822"
"6869823","5775488","6221857","5645926","6869823"
"6869825","6646575","6445096","6761960","6869825"
"6869826","6574657","5811498","6711431","6869826"
"6869827","6560381","5602701","6056312","6869827"
"6869828","5804247","5833051","6445110","6869828"
"6869829","6070701","6502784","6250698","6869829"
"6869830","6185815","6322693","6193123","6869830"
"6869831","6877140","6351449","6272265","6869831"
"6869832","6797970","6725936","6732924","6869832"
"6869833","6020278","6344312","6495427","6869833"
"6869834","6452225","6351524","5998702","6869834"
"6869835","6812315","6581829","5617120","6869835"
"6869836","6351479","6783485","6193056","6869836"
"6869837","6387454","6862702","5840337","6869837"
"6869838","6509900","6603457","6099472","6869838"
"6869839","6603562","6689823","6783392","6869839"
"6869840","6913082","6236297","6373107","6869840"
"6869841","6538634","6380299","6826584","6869841"
"6869842","6848224","6877144","6517032","6869842"
"6869843","5897921","6502647","6452296","6869843"
"6869844","6754635","6466632","6891335","6869844"
"6869845","6070644","5631380","6502744","6869845"
"6869846","6891522","6769156","6805168","6869846"
"6869847","6826681","6437899","6459494","6869847"
"6869849","6581857","6517062","6869911","6869849"
"6869852","6581870","6553064","6718677","6869852"
"6869853","6553119","6841062","6869850","6869853"
"6869854","6833861","6877056","6740270","6869854"
"6869855","6725858","6308296","6574777","6869855"
"6869856","6819543","6077896","6819387","6869856"
"6869858","5797107","6358699","6423462","6869858"
"6869859","6783434","6423527","6848349","6869859"
"6869861","6812301","6833716","6625138","6869861"
"6869862","6473862","6315503","6380296","6869862"
"6869863","6776231","6754703","6560251","6869863"
"6869867","6272273","6265078","6481062","6869867"
"6869870","6898660","6718520","6754520","6869870"
"6869871","6862672","6855472","5797062","6869871"
"6869872","6524298","5732251","5840225","6869872"
"6869874","5833025","5876228","5969804","6869874"
"6869875","6848121","6891464","5869028","6869875"
"6869877","6445161","6819424","5933859","6869877"
"6869878","6769155","5926697","6070647","6869878"
"6869881","6128216","6725789","6589030","6869881"
"6869882","6020248","6013088","6481055","6869882"
"6869883","6819575","6769084","6581874","6869883"
"6869885","6769028","5897901","6049107","6869885"
"6869889","6711438","6639541","6769023","6869889"
"6869891","5062733","6164232","6603533","6869891"
"6869892","6826735","6891503","5811517","6869892"
"6869894","6877188","6106615","5854672","6869894"
"6869897","5789780","5912268","5955464","6869897"
"6869899","6581822","6337105","6682784","6869899"
"6869903","6884316","6185801","6409047","6869903"
"6869904","6596251","6725723","5055526","6869904"
"6869905","5761121","5883481","6862593","6869905"
"6869906","6517068","6416262","6229079","6869906"
"6869907","6351510","6812330","6877141","6869907"
"6869909","5573927","5710707","6689831","6869909"
"6869912","6437886","6495491","6913055","6869912"
"6869913","6113845","6236278","6877139","6869913"
"6869914","6106646","6625041","6632191","6869914"
"6869917","6358606","6797966","6826742","6869917"
"6869918","5797073","5105922","6229007","6869918"
"6869919","6538611","6387378","5869045","6869919"
"6869920","6625076","6812328","6913133","6869920"
"6869921","6733150","6229095","5933888","6869921"
"6869923","6812185","6639533","5156301","6869923"
"6869925","6085037","6812223","5595505","6869925"
"6869926","5314735","6293859","6639536","6869926"
"6869927","6495425","6545865","6473896","6869927"
"6869928","6819409","6646625","6661042","6869928"
"6869931","6841146","6423504","6229054","6869931"
"6869933","6812228","6754647","6257927","6869933"
"6869934","6639564","6797792","6718733","6869934"
"6869938","6387454","6862702","5840337","6869938"
"6869941","6603433","6265134","6617877","6869941"
"6869947","5753836","5041126","5566729","6869947"
"6869949","6603418","6301016","6833901","6869949"
"6869950","5797099","6877040","6344318","6869950"
"6869951","6848268","6689897","6553006","6869951"
"6869952","6819467","6776228","6466639","6869952"
"6869953","6617790","5617100","6416252","6869953"
"6869954","6128337","6279442","5609884","6869954"
"6869955","6812124","6301133","6805024","6869955"
"6869956","5242699","6589024","5573924","6869956"
"6869957","6481086","6286671","6322718","6869957"
"6869958","6308244","6373066","5768302","6869958"
"6869959","5062687","6596168","6560227","6869959"
"6869960","5861840","5473090","6833978","6869960"
"6869961","6481086","6322718","6286671","6869961"
"6869962","6164263","5883517","5876315","6869962"
"6869965","6495422","6344311","6632342","6869965"
"6869966","6063507","6898720","5789916","6869966"
"6869969","6545822","5271494","6826737","6869969"
"6869970","6589098","6876934","6092314","6869970"
"6869972","6380268","6301061","6409089","6869972"
"6869975","5876298","6610782","6135539","6869975"
"6869977","6430706","6898773","5869104","6869977"
"6869988","6430676","5473114","6164287","6869988"
"6869995","6711644","6553243","6675646","6869995"
"6869996","6762058","6675657","6553236","6869996"
"6869997","5192363","5141918","4493894","6869997"
"6870000","6906037","6294116","6063646","6870000"
"6870001","6394801","6258011","5458763","6870001"
"6870003","6452448","6711616","5199551","6870003"
"6870005","6783689","5329141","6020447","6870005"
"6870026","6531661","6884426","6538897","6870026"
"6870030","6596478","6466886","6610895","6870030"
"6870032","6459611","6848435","6646804","6870032"
"6870036","6474016","6805250","6473997","6870036"
"6870043","5566739","4774759","4947561","6870043"
"6870048","5775544","5977336","5869349","6870048"
"6870050","5206762","6373318","4486773","6870050"
"6870057","6402000","6236411","6337228","6870057"
"6870061","6236425","4911572","5386766","6870061"
"6870063","4889938","4839535","6697240","6870063"
"6870064","6481315","6733226","6682887","6870064"
"6870068","4465173","4688292","6186126","6870068"
"6870069","6639628","4839524","6034943","6870069"
"6870070","5516339","6841249","5221148","6870070"
"6870071","6135734","6409241","6474008","6870071"
"6870073","5926938","6776450","4544285","6870073"
"6870075","6718800","6603684","6790844","6870075"
"6870081","6603663","6646863","6668470","6870081"
"6870092","6610888","6841236","6437998","6870092"
"6870095","5682184",NA,NA,"6870095"
"6870097","6265329","6754915","6553315","6870097"
"6870098","5919763","6589315","6805296","6870098"
"6870099","5782967","6661317","6898899","6870099"
"6870100","6661316","6610921","5732570","6870100"
"6870101",NA,NA,NA,"6870101"
"6871568","6871570","6864370","6734763","6871568"
"6871572",NA,NA,NA,"6871572"
"6871573","6828375","6821174",NA,"6871573"
"6871574","6576354","6576355",NA,"6871574"
"6876759","5105597","6631962","6869593","6876759"
"6876769","6631991","5537590","6855185","6876769"
"6876779","6869554","6574391","6855153","6876779"
"6876784","6869569","5911975","6408778","6876784"
"6876795","6862365","6775977","6588790","6876795"
"6876811","4040056","6898402","4457691","6876811"
"6876868","5660055","6596089","5861691","6876868"
"6876880","5537691","6048901","4702468","6876880"
"6876881","6891302","5681705","6401704","6876881"
"6876882","5379289","6452099","6516906","6876882"
"6876885","5408077","5264061","6768881","6876885"
"6876886","6718505","6646505","6689711","6876886"
"6876894","6740096","6711297","6660904","6876894"
"6876897","6912898","5408099","6711296","6876897"
"6876904","6646505","6711303","6876896","6876904"
"6876905","6862509","6675310",NA,"6876905"
"6876906","5192094","5717665","5674513","6876906"
"6876907","6754511","6610504","6718504","6876907"
"6876908","6869711","6581708","6855314","6876908"
"6876909","6840896","5429701","6783312","6876909"
"6876911","6768913","6840915","6365705","6876911"
"6876913","6560100","6063304","6387303","6876913"
"6876915","5091265","6776103","6754495","6876915"
"6876917","6776386","6819584","5465944","6876917"
"6876918","6610628","6625168","6351454","6876918"
"6876920","6596289","6898521","6603352","6876920"
"6876924","6142725","6488177","6768938","6876924"
"6876927","5573927","5710707","6718614","6876927"
"6876928","6733139","5897896","6783502","6876928"
"6876930","5689051","5077129","6279434","6876930"
"6876931","6372994","6452349","5465703","6876931"
"6876936","5033930","6855487","6387331","6876936"
"6876938","6891332","5703427","6495572","6876938"
"6876939","4997911","6106521","6286575","6876939"
"6876940","6588935","4861008","5537838","6876940"
"6876942","6646755","6624970","5271501","6876942"
"6876943","6653822","6401936","6358775","6876943"
"6876945","5681799","5559508","6214637","6876945"
"6876946","5746632","5854628","6639348","6876946"
"6876949","6632284","6646684","5768245","6876949"
"6876950","5926610","5797026","5811412","6876950"
"6876956","6855472","6862672","5797062","6876956"
"6876957","6862670","6682683","6826518","6876957"
"6876961","6754524","6783488","6128322","6876961"
"6876962","6689817","5458707","5444304","6876962"
"6876963","6560161","6624961","6696960","6876963"
"6876964","6538563","5170733","6560161","6876964"
"6876965","6329972","5084325","6768959","6876965"
"6876966","5545100","6531402","6653791","6876966"
"6876967","6689785","5494694","6365970","6876967"
"6876973","6632189","6315464","6625001","6876973"
"6876974","6516994","6661000","6322772","6876974"
"6876975","6876969","5926737","6876972","6876975"
"6876976","6603394","6668191","6704196","6876976"
"6876977","5537894","6696969","6265057","6876977"
"6876978","5897864","5473146","6351408","6876978"
"6876979","6574563","4976326","6660961","6876979"
"6876980","6279480","6149876","6826572","6876980"
"6876981","6689792","6243455","6639397","6876981"
"6876982","5545100","6531402","6653791","6876982"
"6876983","6257931","5595437","6689826","6876983"
"6876985","6682655","6488267","5912318","6876985"
"6876987","5854645","6502781","6783361","6876987"
"6876990","6315519","4947504","5530743","6876990"
"6876994","6157064","6869974","6437906","6876994"
"6876996","5041133","6041917","6380249","6876996"
"6876998","6646733","6099467","6041709","6876998"
"6876999","5401127","5336324","6409000","6876999"
"6877000","6567552","6401873","5206727","6877000"
"6877002","5883438","6193031","6574621","6877002"
"6877003","6545794","5804287","6632224","6877003"
"6877004","6812173","5926700","6099495","6877004"
"6877005","6754767","5487494","6193015","6877005"
"6877006","6876935","6718647","6776277","6877006"
"6877007","6560355","5998653","6632220","6877007"
"6877008","6509884","6761873","6445081","6877008"
"6877009","6171499","6725835","6135440","6877009"
"6877010","6272367","6797888","5811443","6877010"
"6877011","6214633","6661018","6236232","6877011"
"6877014","6812288","6588989","6819563","6877014"
"6877018","6668168","6905897","6344341","6877018"
"6877020","6063508","6718622","6862736","6877020"
"6877021","6697173","6553146","6632223","6877021"
"6877024","5084300","5559543","5156303","6877024"
"6877025","6718695","6445068","6725907","6877025"
"6877026","6805135","6466707","6747433","6877026"
"6877027","6445099","6394670","6401888","6877027"
"6877028","6308302","6819581","6459457","6877028"
"6877029","6819575","6769084","6581874","6877029"
"6877030","6545853","6747487","6761937","6877030"
"6877031","6668231","6387521","6668301","6877031"
"6877032","6545853","6509925","6747487","6877032"
"6877033","6855494","6761837","6588999","6877033"
"6877035","6646644","6733085","6502768","6877035"
"6877038","6495569","5444320","6329934","6877038"
"6877039","6351479","6783485","5667529","6877039"
"6877041","6013078","6430686","5811496","6877041"
"6877042","6445053","6682737","6509880","6877042"
"6877043","6106645","6509831","6272221","6877043"
"6877044","6581987","6740378","6567519","6877044"
"6877045","6229097","6560233","6106719","6877045"
"6877046","6185913","6164217","6459464","6877046"
"6877047","6790736","6301046","6891521","6877047"
"6877049","6833881","6322728","6344327","6877049"
"6877052","6502672","6265113","6840924","6877052"
"6877055","6790660","6214731","6373143","6877055"
"6877057","6682662","6099508","6452311","6877057"
"6877058","5919514","6697170","6207445","6877058"
"6877059","6761962","6373118","6913136","6877059"
"6877060","6243480","6250711","6373128","6877060"
"6877061","6733135","6898708","6776335","6877061"
"6877062","5501899","5552285","6625171","6877062"
"6877070","5876227","6891459","6898669","6877070"
"6877071","6848273","6560291","6869869","6877071"
"6877075","6545716","6193013","5674610","6877075"
"6877076","6905769","6747486","6740281","6877076"
"6877078","6430705","6459501","6063538","6877078"
"6877081","6581822","6337105","6682784","6877081"
"6877082","6279417","6545797","6754641","6877082"
"6877085","5984251","6308360","6617929","6877085"
"6877087","6193137","4940321","6401802","6877087"
"6877089","6589021","5941050","5113014","6877089"
"6877092","5739393","6776156","6574752","6877092"
"6877096","5624341","5883462","6372990","6877096"
"6877100","5753901","5501909","6466773","6877100"
"6877102","6617833","6257825","5789872","6877102"
"6877103","5674684","6632341","6495455","6877103"
"6877105","6005879","6351476","6876969","6877105"
"6877106","6322644","6466738","6272223","6877106"
"6877108","6826763","6905853","6466730","6877108"
"6877109","6473847","6351424","6869968","6877109"
"6877110","6869884","6761847","6481089","6877110"
"6877111","6524270","6437855","6279493","6877111"
"6877113","6718677","6553064","6711557","6877113"
"6877114","6315442","6747566","6409064","6877114"
"6877116","6862613","6826775","6783436","6877116"
"6877117","6481122","6876992","6430715","6877117"
"6877118","5912280","6207410","6696991","6877118"
"6877119","6877149","6675432","6128243","6877119"
"6877120","6257816","5861869","6315437","6877120"
"6877121","6740371","6509857","6891452","6877121"
"6877122","6229027","6502692","6769029","6877122"
"6877123","5746701","5977053","6761819","6877123"
"6877124","6250700","6142710","6322671","6877124"
"6877125","6812302","6466697","6704346","6877125"
"6877127","6545913","6481128","6725970","6877127"
"6877128","6783569","6805138","6293902","6877128"
"6877145","5141877","5235520","5789846","6877145"
"6877147","6877191","6394650","6459455","6877147"
"6877148","6733069","5573926","6538634","6877148"
"6877150","6365892","6711536","6884234","6877150"
"6877151","5588303","6646523","6409095","6877151"
"6877152","6610787","6005899","6085080","6877152"
"6877153","6689764","5048333","6531310","6877153"
"6877154","6502640","6639414","5386704","6877154"
"6877155","5645807","5192288","5818645","6877155"
"6877156","6812271","6185858","6085079","6877156"
"6877157","5509151","6581710","4976305","6877157"
"6877158","6783578","4925911","6459581","6877158"
"6877159","6754540","5545145","5062734","6877159"
"6877160","5681924","5933947","6711314","6877160"
"6877161","6603365","4933100","5768335","6877161"
"6877162","5271487","5213895","6855386","6877162"
"6877163","6646625","6661042","6653898","6877163"
"6877165","6200244","6552995","6286642","6877165"
"6877166","6293852","6380297","6617939","6877166"
"6877167","6193104","6689829","6553055","6877167"
"6877168","6286651","6797936","6869971","6877168"
"6877173","5984308","5300288","6257886","6877173"
"6877174","5638721","5530672","6473970","6877174"
"6877175","6740242","6135433","6740237","6877175"
"6877176","6409083","6452383","6200330","6877176"
"6877179","5321891","5696219","5451474","6877179"
"6877182","6740132","6329897","6337094","6877182"
"6877187","6445111","6653827","6639416","6877187"
"6877195","5285960","4565955","6582038","6877195"
"6877196","6654019","6027661","6380501","6877196"
"6877197","6567633","6193316","4983580","6877197"
"6877200","6524504","6315635","6402031","6877200"
"6877201","6567685","6726001","6157242","6877201"
"6877202","6502886","6783604","6560481","6877202"
"6877203","6625212","6553194","6142820","6877203"
"6877204","6762053","6567630","4832340","6877204"
"6877205","6697225","6639689","6661262","6877205"
"6877212","6646835","6646860","6747626","6877212"
"6877220","6891621","6632479","6531666","6877220"
"6877223","6596471","6301317","6610875","6877223"
"6877226","6531665","6531688","6726033","6877226"
"6877228","6819621","6855622","6841226","6877228"
"6877235","6754807","6502892","6654093","6877235"
"6877240","6870078","6704422","6481286","6877240"
"6877241","6740461","5113166","6538793","6877241"
"6877245","6783647","6877279","6546006","6877245"
"6877246","6855666","4601935","5379474","6877246"
"6877250","6171733","6632406","6337309","6877250"
"6877251","4709983","5005152","4400306","6877251"
"6877261","5480360","4580334","6445204","6877261"
"6877266","5192363","5141918","4493894","6877266"
"6877267","5429938","4450778","6409225","6877267"
"6877271","6603633","6567592","6272439","6877271"
"6877275","6502793","6884413","6618029","6877275"
"6877276","6668394","6891650","6546037","6877276"
"6877278","6495694","6891631","6618085","6877278"
"6877292","4803580","4529959","4321119","6877292"
"6877295","6625321","5394181","6913294","6877295"
"6877296","6834097","6106946","6193343","6877296"
"6877298","5682162","6315726","5466171","6877298"
"6877299","6632513","6783700","6582119","6877299"
"6877300","6106938","5077395","5487774","6877300"
"6878774","5856319","6324335","6331534","6878774"
"6883973","6653567","6545586","6660767","6883973"
"6883995","6451982","6646359","6783172","6883995"
"6884074","5638462","6905673","5206468","6884074"
"6884075","5753685","6646482","5163258","6884075"
"6884076","5336088","6682479","5307297","6884076"
"6884081","5480066","6653695","5422463","6884081"
"6884082","5408070","5825694","6862474","6884082"
"6884084","5487266","5112865","5703297","6884084"
"6884085","6610502","6135303","5948104","6884085"
"6884086","5004867","6912912","6149701","6884086"
"6884087","6740094","4839273","6761695","6884087"
"6884094","5660099","6696878","5544893","6884094"
"6884095","6596097","6624897","6596100","6884095"
"6884100","5667257","6459268","5580841","6884100"
"6884101","5912093","6905672","5422490","6884101"
"6884102","6855304","6711309","6876899","6884102"
"6884104","6776102","6624908","6754513","6884104"
"6884105","5688913","5746512","5991298","6884105"
"6884106","5688913","5746512","5991298","6884106"
"6884107","6848108","6855312","6797712","6884107"
"6884108","6466506","6675299","6725703","6884108"
"6884110","6502507","6819306","6768898","6884110"
"6884111","6840914","5681713","5739312","6884111"
"6884112","6826501","6768897","6826506","6884112"
"6884114","6689709","6862503","6912889","6884114"
"6884115","6912909","6660904","6797711","6884115"
"6884117","5681868","5026681","5105891","6884117"
"6884120","5746651","6517097","6869723","6884120"
"6884122",NA,NA,NA,"6884122"
"6884124","6020240","6653724","5321897","6884124"
"6884125","6733092","6437871","6797809","6884125"
"6884126","6200230","6178644","5645904","6884126"
"6884130","6704117","6437971","5113136","6884130"
"6884131","6149778","6236116","6171393","6884131"
"6884136","6488233","6898545","6344357","6884136"
"6884137","5005122","6668223","5804272","6884137"
"6884138","6444958","5199401","5724992","6884138"
"6884139","5638741","5955453","4904313","6884139"
"6884140","6689731","6085023","6466742","6884140"
"6884142","6128322","6373157","6740353","6884142"
"6884143","5977059","6733076","6805101","6884143"
"6884144","6545934","6445028","5869042","6884144"
"6884145","6898558","6430639","6826623","6884145"
"6884146","6754612","6178588","6653773","6884146"
"6884147","6545891","6898668","6776121","6884147"
"6884158","6409145","6495430","5609864","6884158"
"6884159","6531371","6560165","5545046","6884159"
"6884161","6668132","6912984","5919433","6884161"
"6884162","6524193","6013046","6394727","6884162"
"6884163","6682558","6768959","6661001","6884163"
"6884164","5170733","6560161","6538563","6884164"
"6884165","6768959","6329972","5084325","6884165"
"6884166","6768959","6682558","6329972","6884166"
"6884167","6574563","5084325","6329972","6884167"
"6884173","5530722","5609943","5732290","6884173"
"6884174","6768991","6279464","6761936","6884174"
"6884175","6661004","6092276","6178674","6884175"
"6884176","6560165","5545046","6531371","6884176"
"6884177","6329972","5084325","6768959","6884177"
"6884178","6682558","6768959","6661001","6884178"
"6884179","6768959","6682558","6329972","6884179"
"6884181","6387558","6639401","6545803","6884181"
"6884182","5552297","6639400","6625000","6884182"
"6884185","6344374","5717932","6912992","6884185"
